member_id,member_name,age,gender,phone_number,join_date,loyalty_tier,churn_status
147,Leonardo Pereira,20.0,F,+5515929386152,2025-02-02 17:26:00,Basic,Active
148,Diego Santos,52.0,M,+5560988566435,2025-05-10 13:06:00,Silver,Churned
149,Pedro Lima,38.0,M,+5520955807499,2020-02-05 14:25:00,Basic,Active
150,Guilherme Pereira,51.0,F,+5585962272404,2023-11-04 17:28:00,Basic,Active
151,Pedro Santos,40.0,M,+5524914991085,2023-05-15 14:47:00,Basic,Churned
152,Ana Oliveira,43.0,F,+5563916921430,2025-03-31 11:26:00,Silver,Active
153,Bruno Carvalho,34.0,F,+5582939779537,,Basic,Active
154,Beatriz Rodrigues,20.0,M,+5549979332260,2023-11-16 13:08:00,Gold,Active
155,Isabela Gomes,45.0,M,+5561954437224,2020-07-08 13:03:00,Basic,Active
156,Manuela Oliveira,54.0,M,+5561952285775,2024-05-16 10:00:00,Silver,Churned
157,Larissa Ferreira,41.0,F,+5536997039939,2020-04-11 09:21:00,Silver,Active
158,Guilherme Ribeiro,34.0,M,+5528949614965,2023-08-03 12:11:00,Basic,Active
159,Diego Santos,54.0,F,+5575968539907,2025-07-12 17:05:00,Gold,Active
160,Karina Gomes,21.0,M,+5556927251725,2021-10-13 15:14:00,Silver,Active
161,Bruno Martins,16.0,M,+5577991424621,2021-11-25 16:58:00,Basic,Churned
162,Leonardo Ribeiro,38.0,M,+5564914062901,2024-05-31 10:48:00,Silver,Active
163,Bruno Pereira,49.0,F,+5567974126225,2022-11-27 12:01:00,Basic,Active
164,Lucas Carvalho,22.0,M,+5581926236422,2021-09-26 14:54:00,Gold,Active
165,Diego Costa,56.0,F,0,2023-06-09 12:12:00,Silver,Active
166,Leonardo Alves,29.0,M,+5519994592667,2022-02-14 12:24:00,Silver,Active
167,Matheus Pereira,58.0,F,+5551997807367,2024-12-01 12:19:00,Silver,Active
168,Guilherme Gomes,59.0,F,0,2025-08-14 09:24:00,Basic,Active
169,Beatriz Santos,60.0,M,+5587922587286,2024-09-23 16:45:00,Basic,Active
170,Julia Lima,34.0,M,+5568908786882,2021-02-05 17:42:00,Basic,Active
171,Diego Lima,47.0,F,+5567980063740,2024-07-07 09:35:00,Basic,Churned
172,Beatriz Silva,50.0,F,+5583981159369,2020-11-19 12:37:00,Basic,Churned
173,Camila Lima,18.0,F,+5565916775055,2025-02-15 13:43:00,Gold,Active
174,Camila Carvalho,44.0,M,+5586957448015,2021-08-28 16:11:00,Basic,Active
175,Matheus Martins,39.5,F,+5579927586302,2024-12-20 17:23:00,Basic,Active
176,João Costa,24.0,F,+5594920783174,2019-08-31 12:06:00,Silver,Churned
177,Diego Pereira,56.0,F,+5520915257600,2023-08-24 15:42:00,Basic,Churned
178,Camila Pereira,36.0,M,+5569958692037,2020-01-17 17:26:00,Basic,Churned
179,Matheus Pereira,34.0,F,+5583979516631,2025-02-19 16:38:00,Silver,Active
180,Guilherme Silva,26.0,F,0,2024-02-13 11:33:00,Gold,Active
181,Gabriel Costa,33.0,M,+5558927111848,2023-01-16 16:16:00,Basic,Active
182,Larissa Alves,22.0,M,+5527997264705,2021-05-24 12:08:00,Basic,Active
183,Bruno Carvalho,43.0,M,0,2024-05-10 09:58:00,Basic,Active
184,Ana Santos,35.0,M,+5528923402120,2023-04-17 15:17:00,Basic,Active
185,Guilherme Ferreira,56.0,M,+5567935592420,2023-08-14 16:06:00,Basic,Active
186,Diego Ferreira,36.0,M,+5521940655668,2021-10-11 12:18:00,Silver,Churned
187,Beatriz Souza,48.0,M,+5517939219108,2023-05-24 13:54:00,Basic,Active
188,Pedro Lima,16.0,F,+5583968956986,2022-07-20 12:15:00,Basic,Active
189,Pedro Silva,16.0,F,0,2021-06-02 10:59:00,Basic,Churned
190,João Rodrigues,48.0,F,+5521987919808,2023-10-01 17:27:00,Basic,Active
191,João Souza,25.0,F,+5594910836081,2023-05-20 09:51:00,Silver,Churned
192,Mariana Souza,43.0,M,+5518950673877,2024-02-01 14:39:00,Silver,Active
193,Julia Pereira,49.0,F,+5545919341480,2020-11-14 09:02:00,Basic,Active
194,Rafael Ribeiro,56.0,M,+5557909089185,2024-07-25 15:30:00,Basic,Active
195,Ana Gomes,23.0,M,0,2024-09-15 17:25:00,Gold,Active
196,Mariana Pereira,25.0,M,+5594968704678,2019-05-25 14:12:00,Basic,Active
197,Rafael Carvalho,39.5,F,+5517929384656,,Gold,Churned
198,Pedro Pereira,35.0,F,+5512960444287,2019-12-20 16:06:00,Silver,Active
199,Larissa Pereira,47.0,M,+5542924661104,2025-02-16 17:41:00,Basic,Active
200,Lucas Ferreira,39.5,F,+5578939027878,2022-06-13 16:49:00,Basic,Churned
201,Rafael Santos,39.5,M,+5558975112391,2024-10-29 11:05:00,Silver,Active
202,Diego Santos,19.0,F,+5544951617438,2020-06-19 14:28:00,Silver,Active
203,Rafael Souza,39.5,M,+5585917853546,2020-07-11 16:39:00,Basic,Active
204,Ana Lima,29.0,F,+5526914813582,,Basic,Active
205,Manuela Silva,36.0,M,+5556964929412,2020-01-09 15:23:00,Basic,Churned
206,Julia Silva,44.0,M,+5528919891195,2020-01-23 09:15:00,Silver,Active
207,Matheus Carvalho,59.0,M,+5520903572056,2025-07-13 16:02:00,Silver,Churned
208,Pedro Carvalho,37.0,M,+5517927528096,2019-06-24 14:48:00,Basic,Active
209,Fernanda Oliveira,27.0,F,+5530905675026,2022-02-20 15:26:00,Basic,Churned
210,Isabela Silva,40.0,M,+5578940829907,2023-09-14 16:45:00,Gold,Churned
211,Camila Pereira,47.0,F,+5560944303946,2025-05-05 10:35:00,Silver,Active
212,Rafael Silva,46.0,F,+5531916405060,2025-07-20 13:52:00,Basic,Churned
213,Mariana Martins,30.0,F,+5533928854875,2022-12-24 16:59:00,Gold,Active
214,Leonardo Silva,38.0,M,+5574988826063,2025-04-25 10:36:00,Basic,Active
215,Manuela Souza,39.5,F,+5589933003137,2019-01-03 16:21:00,Basic,Churned
216,Bruno Silva,39.5,M,+5557911887120,2020-03-30 11:25:00,Silver,Active
217,Bruno Rodrigues,26.0,F,+5533992076846,2024-06-18 14:49:00,Silver,Active
218,Beatriz Ribeiro,24.0,M,+5584964151530,2019-01-08 13:25:00,Basic,Churned
219,Manuela Souza,22.0,F,+5520938996682,2020-07-30 15:31:00,Basic,Churned
220,Pedro Carvalho,56.0,F,0,2024-01-04 16:11:00,Basic,Active
221,Camila Rodrigues,16.0,M,+5564927257783,2023-04-30 12:59:00,Basic,Active
222,Ana Carvalho,52.0,M,+5515948311328,2020-10-28 10:39:00,Gold,Active
223,Julia Alves,20.0,M,+5589979091507,2022-10-16 12:19:00,Silver,Active
224,Fernanda Oliveira,39.5,F,+5563990789849,2021-04-21 14:35:00,Basic,Active
225,Mariana Alves,47.0,M,+5565914355825,2019-08-12 15:24:00,Silver,Active
226,Ana Silva,56.0,F,+5525950527512,2019-12-02 15:09:00,Gold,Active
227,Karina Alves,40.0,F,+5544972048619,,Gold,Active
228,Gabriel Martins,22.0,M,+5563996624727,2022-11-09 17:53:00,Gold,Churned
229,Fernanda Lima,46.0,M,+5561905689226,2024-05-04 09:50:00,Silver,Active
230,Manuela Oliveira,44.0,M,+5535920671699,2020-11-15 10:22:00,Gold,Active
231,Gabriel Carvalho,36.0,M,+5561990446343,2019-12-23 09:15:00,Silver,Churned
232,Lucas Martins,53.0,F,+5529992832641,2020-04-05 17:02:00,Silver,Active
233,Beatriz Carvalho,38.0,F,+5573993728750,2021-12-17 10:43:00,Basic,Active
234,Manuela Costa,18.0,F,+5517977855400,,Basic,Churned
235,Beatriz Rodrigues,47.0,M,+5567952575414,2021-07-22 16:53:00,Silver,Active
236,Guilherme Souza,42.0,F,+5518984423604,2024-10-16 15:52:00,Silver,Active
237,João Gomes,39.5,M,+5542905418478,2021-04-02 17:07:00,Basic,Active
238,Camila Carvalho,41.0,M,+5573997328308,2019-05-06 09:55:00,Gold,Active
239,Camila Ferreira,32.0,M,0,2022-03-13 12:08:00,Basic,Churned
240,Matheus Carvalho,30.0,M,+5576903281145,2022-01-07 13:29:00,Basic,Active
241,Lucas Souza,35.0,F,+5555975205128,2023-10-02 15:28:00,Basic,Active
242,Manuela Alves,16.0,F,+5588946315890,2025-04-18 14:57:00,Basic,Active
243,Rafael Costa,33.0,F,+5577939371930,2022-05-08 14:39:00,Gold,Active
244,Bruno Costa,17.0,F,+5564966287361,2022-04-25 11:52:00,Silver,Churned
245,Matheus Ferreira,30.0,F,+5532991463967,2023-01-08 09:35:00,Basic,Active
246,Karina Martins,59.0,F,+5539950317889,2020-01-01 12:49:00,Basic,Active
247,Beatriz Pereira,46.0,M,+5590911668736,2025-07-18 11:51:00,Silver,Churned
248,Diego Lima,19.0,M,+5554967048496,2020-07-16 13:51:00,Gold,Active
249,Pedro Pereira,27.0,F,0,2019-08-26 16:24:00,Basic,Churned
250,Julia Gomes,47.0,M,+5592970357609,2020-06-14 13:22:00,Basic,Active
251,Karina Souza,16.0,F,+5597900675076,2024-12-15 14:59:00,Gold,Active
252,Ana Alves,35.0,M,+5549947648469,2019-09-25 09:45:00,Silver,Active
253,Gabriel Ferreira,47.0,F,+5562903134742,2021-02-10 14:55:00,Gold,Active
254,Lucas Gomes,23.0,F,+5592941909761,2019-06-03 12:34:00,Silver,Active
255,Ana Costa,19.0,M,+5526989665140,2023-09-04 10:55:00,Basic,Active
256,Lucas Rodrigues,22.0,F,+5564917189381,2025-10-16 10:43:00,Basic,Active
257,Ana Pereira,28.0,F,+5556967135839,2024-11-12 16:44:00,Silver,Churned
258,Isabela Ferreira,16.0,M,+5596980953443,2020-03-28 17:10:00,Silver,Active
259,Ana Rodrigues,45.0,F,+5523928621646,2021-12-17 13:34:00,Basic,Active
260,Fernanda Ribeiro,18.0,M,+5532953846857,2020-07-20 17:43:00,Gold,Active
261,Pedro Ferreira,27.0,M,+5569944537319,2023-06-30 10:45:00,Basic,Active
262,Julia Santos,19.0,M,+5586979088178,2020-02-29 11:57:00,Basic,Active
263,Lucas Carvalho,24.0,F,+5563972201753,2024-06-22 17:19:00,Silver,Active
264,João Martins,52.0,M,+5599915608091,2022-10-17 10:18:00,Basic,Active
265,Diego Oliveira,51.0,M,+5531982838688,2019-02-17 14:58:00,Gold,Active
266,Isabela Ferreira,33.0,M,+5593962037607,2024-09-07 10:59:00,Basic,Active
267,Leonardo Pereira,47.0,F,+5574902912681,,Basic,Active
268,Pedro Martins,55.0,F,+5594974746584,2024-09-13 13:22:00,Basic,Active
269,Guilherme Ferreira,55.0,F,+5525915964633,2023-01-28 12:56:00,Basic,Active
270,Beatriz Lima,60.0,M,+5574923017704,2019-07-07 16:11:00,Silver,Active
271,Diego Souza,28.0,F,+5516996473018,2020-03-17 17:46:00,Basic,Active
272,João Oliveira,16.0,M,+5585979129328,2025-03-16 13:06:00,Gold,Active
273,Julia Ribeiro,22.0,F,+5552982597302,2025-09-25 13:10:00,Silver,Active
274,Larissa Rodrigues,37.0,F,+5528967629393,2024-01-29 09:47:00,Silver,Churned
275,Karina Costa,29.0,F,+5527929139255,2022-11-15 11:36:00,Silver,Active
276,Camila Lima,52.0,F,+5565902099564,2024-12-26 09:33:00,Basic,Active
277,Mariana Souza,26.0,F,+5518948354342,2021-10-23 16:51:00,Basic,Churned
278,Ana Gomes,51.0,M,+5576947121769,2025-04-17 11:18:00,Basic,Churned
279,Bruno Lima,39.5,F,+5567936957025,2021-04-11 12:30:00,Silver,Active
280,Matheus Rodrigues,59.0,M,+5576919557180,2021-02-04 16:36:00,Basic,Active
281,Julia Gomes,16.0,F,+5530906543518,2024-03-25 15:44:00,Silver,Churned
282,Manuela Carvalho,47.0,F,+5551986084603,2019-10-26 14:19:00,Silver,Churned
283,Julia Alves,41.0,M,+5538954376424,2022-12-02 09:38:00,Basic,Churned
284,João Pereira,57.0,M,+5568939374994,2020-04-14 14:26:00,Silver,Active
285,Ana Alves,34.0,M,+5558984269335,2024-10-18 14:32:00,Basic,Churned
286,Matheus Ferreira,22.0,M,+5591910724453,2025-01-12 11:51:00,Silver,Churned
287,Fernanda Carvalho,50.0,F,+5530903898523,2019-10-23 15:23:00,Basic,Active
288,Julia Martins,20.0,M,+5568966268094,2021-11-25 17:40:00,Basic,Active
289,Lucas Costa,20.0,M,+5575917385748,2019-10-25 11:56:00,Basic,Active
290,Guilherme Alves,58.0,M,+5539922347406,2024-04-25 11:45:00,Gold,Active
291,Gabriel Rodrigues,57.0,F,+5582923163019,2019-02-15 11:59:00,Silver,Active
292,Karina Santos,38.0,M,+5576923333637,2023-08-18 16:35:00,Silver,Active
293,Ana Oliveira,52.0,M,+5581911985762,2025-02-26 09:16:00,Basic,Active
294,Leonardo Pereira,38.0,M,+5590911434170,2021-08-18 17:59:00,Basic,Active
295,Beatriz Ribeiro,52.0,F,+5532900796131,2022-07-19 15:38:00,Basic,Active
296,Fernanda Rodrigues,24.0,F,+5556950048978,2024-05-19 13:14:00,Basic,Active
297,Rafael Carvalho,50.0,M,+5591912522235,2021-12-14 14:19:00,Gold,Active
298,Leonardo Gomes,53.0,M,+5580988428734,2019-05-31 17:15:00,Basic,Active
299,Leonardo Ribeiro,24.0,F,+5561959619227,2024-08-14 15:50:00,Basic,Churned
300,Manuela Costa,48.0,M,+5583992703395,2024-01-02 11:05:00,Basic,Active
