member_id,member_name,age,gender,phone_number,join_date,loyalty_tier,churn_status
149,Pedro Lima,38.0,M,+55 (20) 95580-7499,2020-02-05,Basic,Active
150,Guilherme Pereira,51.0,F,+55 (85) 96227-2404,2023-11-04,Basic,Active
151,Pedro Santos,40.0,M,+55 (24) 91499-1085,2023-05-15,Basic,Churned
152,Ana Oliveira,43.0,F,+5563-91692-1430,2025-03-31,Silver,Active
153,Bruno Carvalho,34.0,F,+5582-93977-9537,2023-14-01,Basic,Active
154,Beatriz Rodrigues,20.0,M,+55 (49) 97933-2260,2023-11-16,Gold,Active
155,Isabela Gomes,45.0,M,+55 (61) 95443-7224,2020-07-08,Basic,Active
156,Manuela Oliveira,54.0,M,+55 (61) 95228-5775,2024-05-16,Silver,Churned
157,Larissa Ferreira,41.0,F,+5536-99703-9939,2020-04-11,Silver,Active
158,Guilherme Ribeiro,34.0,M,+5528-94961-4965,2023-08-03,Basic,Active
159,Diego Santos,54.0,F,+5575-96853-9907,2025-07-12,Gold,Active
160,Karina Gomes,21.0,M,+55 (56) 92725-1725,2021-10-13,Silver,Active
161,Bruno Martins,16.0,M,+55 (77) 99142-4621,2021-11-25,Basic,Churned
162,Leonardo Ribeiro,38.0,M,+55 (64) 91406-2901,2024-05-31,Silver,Active
163,Bruno Pereira,49.0,F,+5567-97412-6225,2022-11-27,Basic,Active
164,Lucas Carvalho,22.0,M,+55 (81) 92623-6422,2021-09-26,Gold,Active
165,Diego Costa,56.0,F,,2023-06-09,Silver,Active
166,Leonardo Alves,29.0,M,+55 (19) 99459-2667,2022-02-14,Silver,Active
167,Matheus Pereira,58.0,F,+55 (51) 99780-7367,2024-12-01,Silver,Active
168,Guilherme Gomes,59.0,F,,2025-08-14,Basic,Active
169,Beatriz Santos,60.0,M,+55 (87) 92258-7286,2024-09-23,Basic,Active
170,Julia Lima,34.0,M,+55 (68) 90878-6882,2021-02-05,Basic,Active
171,Diego Lima,47.0,F,+5567-98006-3740,2024-07-07,Basic,Churned
172,Beatriz Silva,50.0,F,+5583-98115-9369,2020-11-19,Basic,Churned
173,Camila Lima,18.0,F,+5565-91677-5055,2025-02-15,Gold,Active
174,Camila Carvalho,44.0,M,+5586-95744-8015,2021-08-28,Basic,Active
175,Matheus Martins,,F,+55 (79) 92758-6302,2024-12-20,Basic,Active
176,João Costa,24.0,F,+5594-92078-3174,2019-08-31,Silver,Churned
177,Diego Pereira,56.0,F,+55 (20) 91525-7600,2023-08-24,Basic,Churned
178,Camila Pereira,36.0,M,+55 (69) 95869-2037,2020-01-17,Basic,Churned
179,Matheus Pereira,34.0,F,+55 (83) 97951-6631,2025-02-19,Silver,Active
180,Guilherme Silva,26.0,F,,2024-02-13,Gold,Active
181,Gabriel Costa,33.0,M,+55 (58) 92711-1848,2023-01-16,Basic,Active
182,Larissa Alves,22.0,M,+55 (27) 99726-4705,2021-05-24,Basic,Active
183,Bruno Carvalho,43.0,M,,2024-05-10,Basic,Active
184,Ana Santos,35.0,M,+55 (28) 92340-2120,2023-04-17,Basic,Active
185,Guilherme Ferreira,56.0,M,+55 (67) 93559-2420,2023-08-14,Basic,Active
186,Diego Ferreira,36.0,M,+55 (21) 94065-5668,2021-10-11,Silver,Churned
187,Beatriz Souza,48.0,M,+55 (17) 93921-9108,2023-05-24,Basic,Active
188,Pedro Lima,16.0,F,+55 (83) 96895-6986,2022-07-20,Basic,Active
189,Pedro Silva,16.0,F,,2021-06-02,Basic,Churned
190,João Rodrigues,48.0,F,+55 (21) 98791-9808,2023-10-01,Basic,Active
191,João Souza,25.0,F,+55 (94) 91083-6081,2023-05-20,Silver,Churned
192,Mariana Souza,43.0,M,+5518-95067-3877,2024-02-01,Silver,Active
193,Julia Pereira,49.0,F,+55 (45) 91934-1480,2020-11-14,Basic,Active
194,Rafael Ribeiro,56.0,M,+55 (57) 90908-9185,2024-07-25,Basic,Active
195,Ana Gomes,23.0,M,,2024-09-15,Gold,Active
196,Mariana Pereira,25.0,M,+55 (94) 96870-4678,2019-05-25,Basic,Active
197,Rafael Carvalho,,F,+55 (17) 92938-4656,2023-14-01,Gold,Churned
198,Pedro Pereira,35.0,F,+5512-96044-4287,2019-12-20,Silver,Active
199,Larissa Pereira,47.0,M,+55 (42) 92466-1104,2025-02-16,Basic,Active
200,Lucas Ferreira,,F,+55 (78) 93902-7878,2022-06-13,Basic,Churned
201,Rafael Santos,,M,+55 (58) 97511-2391,2024-10-29,Silver,Active
202,Diego Santos,19.0,F,+55 (44) 95161-7438,2020-06-19,Silver,Active
203,Rafael Souza,,M,+5585-91785-3546,2020-07-11,Basic,Active
204,Ana Lima,29.0,F,+55 (26) 91481-3582,2023-14-01,Basic,Active
205,Manuela Silva,36.0,M,+5556-96492-9412,2020-01-09,Basic,Churned
206,Julia Silva,44.0,M,+5528-91989-1195,2020-01-23,Silver,Active
207,Matheus Carvalho,59.0,M,+5520-90357-2056,2025-07-13,Silver,Churned
208,Pedro Carvalho,37.0,M,+55 (17) 92752-8096,2019-06-24,Basic,Active
209,Fernanda Oliveira,27.0,F,+55 (30) 90567-5026,2022-02-20,Basic,Churned
210,Isabela Silva,40.0,M,+55 (78) 94082-9907,2023-09-14,Gold,Churned
211,Camila Pereira,47.0,F,+5560-94430-3946,2025-05-05,Silver,Active
212,Rafael Silva,46.0,F,+55 (31) 91640-5060,2025-07-20,Basic,Churned
213,Mariana Martins,30.0,F,+55 (33) 92885-4875,2022-12-24,Gold,Active
214,Leonardo Silva,38.0,M,+5574-98882-6063,2025-04-25,Basic,Active
215,Manuela Souza,,F,+55 (89) 93300-3137,2019-01-03,Basic,Churned
216,Bruno Silva,,M,+55 (57) 91188-7120,2020-03-30,Silver,Active
217,Bruno Rodrigues,26.0,F,+5533-99207-6846,2024-06-18,Silver,Active
218,Beatriz Ribeiro,24.0,M,+5584-96415-1530,2019-01-08,Basic,Churned
219,Manuela Souza,22.0,F,+55 (20) 93899-6682,2020-07-30,Basic,Churned
220,Pedro Carvalho,56.0,F,,2024-01-04,Basic,Active
221,Camila Rodrigues,16.0,M,+55 (64) 92725-7783,2023-04-30,Basic,Active
222,Ana Carvalho,52.0,M,+55 (15) 94831-1328,2020-10-28,Gold,Active
223,Julia Alves,20.0,M,+55 (89) 97909-1507,2022-10-16,Silver,Active
224,Fernanda Oliveira,,F,+5563-99078-9849,2021-04-21,Basic,Active
225,Mariana Alves,47.0,M,+55 (65) 91435-5825,2019-08-12,Silver,Active
226,Ana Silva,56.0,F,+55 (25) 95052-7512,2019-12-02,Gold,Active
227,Karina Alves,40.0,F,+5544-97204-8619,2022-00-15,Gold,Active
228,Gabriel Martins,22.0,M,+55 (63) 99662-4727,2022-11-09,Gold,Churned
229,Fernanda Lima,46.0,M,+55 (61) 90568-9226,2024-05-04,Silver,Active
230,Manuela Oliveira,44.0,M,+55 (35) 92067-1699,2020-11-15,Gold,Active
231,Gabriel Carvalho,36.0,M,+55 (61) 99044-6343,2019-12-23,Silver,Churned
232,Lucas Martins,53.0,F,+55 (29) 99283-2641,2020-04-05,Silver,Active
233,Beatriz Carvalho,38.0,F,+5573-99372-8750,2021-12-17,Basic,Active
234,Manuela Costa,18.0,F,+55 (17) 97785-5400,2022-00-15,Basic,Churned
235,Beatriz Rodrigues,47.0,M,+55 (67) 95257-5414,2021-07-22,Silver,Active
236,Guilherme Souza,42.0,F,+5518-98442-3604,2024-10-16,Silver,Active
237,João Gomes,,M,+5542-90541-8478,2021-04-02,Basic,Active
238,Camila Carvalho,41.0,M,+5573-99732-8308,2019-05-06,Gold,Active
239,Camila Ferreira,32.0,M,,2022-03-13,Basic,Churned
240,Matheus Carvalho,30.0,M,+55 (76) 90328-1145,2022-01-07,Basic,Active
241,Lucas Souza,35.0,F,+5555-97520-5128,2023-10-02,Basic,Active
242,Manuela Alves,16.0,F,+55 (88) 94631-5890,2025-04-18,Basic,Active
243,Rafael Costa,33.0,F,+55 (77) 93937-1930,2022-05-08,Gold,Active
244,Bruno Costa,17.0,F,+55 (64) 96628-7361,2022-04-25,Silver,Churned
245,Matheus Ferreira,30.0,F,+5532-99146-3967,2023-01-08,Basic,Active
246,Karina Martins,59.0,F,+55 (39) 95031-7889,2020-01-01,Basic,Active
247,Beatriz Pereira,46.0,M,+55 (90) 91166-8736,2025-07-18,Silver,Churned
248,Diego Lima,19.0,M,+5554-96704-8496,2020-07-16,Gold,Active
249,Pedro Pereira,27.0,F,,2019-08-26,Basic,Churned
250,Julia Gomes,47.0,M,+55 (92) 97035-7609,2020-06-14,Basic,Active
251,Karina Souza,16.0,F,+5597-90067-5076,2024-12-15,Gold,Active
252,Ana Alves,35.0,M,+55 (49) 94764-8469,2019-09-25,Silver,Active
253,Gabriel Ferreira,47.0,F,+5562-90313-4742,2021-02-10,Gold,Active
254,Lucas Gomes,23.0,F,+55 (92) 94190-9761,2019-06-03,Silver,Active
255,Ana Costa,19.0,M,+55 (26) 98966-5140,2023-09-04,Basic,Active
256,Lucas Rodrigues,22.0,F,+55 (64) 91718-9381,2025-10-16,Basic,Active
257,Ana Pereira,28.0,F,+5556-96713-5839,2024-11-12,Silver,Churned
258,Isabela Ferreira,16.0,M,+55 (96) 98095-3443,2020-03-28,Silver,Active
259,Ana Rodrigues,45.0,F,+55 (23) 92862-1646,2021-12-17,Basic,Active
260,Fernanda Ribeiro,18.0,M,+55 (32) 95384-6857,2020-07-20,Gold,Active
261,Pedro Ferreira,27.0,M,+55 (69) 94453-7319,2023-06-30,Basic,Active
262,Julia Santos,19.0,M,+5586-97908-8178,2020-02-29,Basic,Active
263,Lucas Carvalho,24.0,F,+5563-97220-1753,2024-06-22,Silver,Active
264,João Martins,52.0,M,+55 (99) 91560-8091,2022-10-17,Basic,Active
265,Diego Oliveira,51.0,M,+55 (31) 98283-8688,2019-02-17,Gold,Active
266,Isabela Ferreira,33.0,M,+55 (93) 96203-7607,2024-09-07,Basic,Active
267,Leonardo Pereira,47.0,F,+55 (74) 90291-2681,2022-00-15,Basic,Active
268,Pedro Martins,55.0,F,+55 (94) 97474-6584,2024-09-13,Basic,Active
269,Guilherme Ferreira,55.0,F,+5525-91596-4633,2023-01-28,Basic,Active
270,Beatriz Lima,60.0,M,+5574-92301-7704,2019-07-07,Silver,Active
271,Diego Souza,28.0,F,+55 (16) 99647-3018,2020-03-17,Basic,Active
272,João Oliveira,16.0,M,+55 (85) 97912-9328,2025-03-16,Gold,Active
273,Julia Ribeiro,22.0,F,+55 (52) 98259-7302,2025-09-25,Silver,Active
274,Larissa Rodrigues,37.0,F,+5528-96762-9393,2024-01-29,Silver,Churned
275,Karina Costa,29.0,F,+55 (27) 92913-9255,2022-11-15,Silver,Active
276,Camila Lima,52.0,F,+5565-90209-9564,2024-12-26,Basic,Active
277,Mariana Souza,26.0,F,+55 (18) 94835-4342,2021-10-23,Basic,Churned
278,Ana Gomes,51.0,M,+55 (76) 94712-1769,2025-04-17,Basic,Churned
279,Bruno Lima,,F,+55 (67) 93695-7025,2021-04-11,Silver,Active
280,Matheus Rodrigues,59.0,M,+5576-91955-7180,2021-02-04,Basic,Active
281,Julia Gomes,16.0,F,+55 (30) 90654-3518,2024-03-25,Silver,Churned
282,Manuela Carvalho,47.0,F,+55 (51) 98608-4603,2019-10-26,Silver,Churned
283,Julia Alves,41.0,M,+55 (38) 95437-6424,2022-12-02,Basic,Churned
284,João Pereira,57.0,M,+55 (68) 93937-4994,2020-04-14,Silver,Active
285,Ana Alves,34.0,M,+55 (58) 98426-9335,2024-10-18,Basic,Churned
286,Matheus Ferreira,22.0,M,+55 (91) 91072-4453,2025-01-12,Silver,Churned
287,Fernanda Carvalho,50.0,F,+55 (30) 90389-8523,2019-10-23,Basic,Active
288,Julia Martins,20.0,M,+55 (68) 96626-8094,2021-11-25,Basic,Active
289,Lucas Costa,20.0,M,+55 (75) 91738-5748,2019-10-25,Basic,Active
290,Guilherme Alves,58.0,M,+55 (39) 92234-7406,2024-04-25,Gold,Active
291,Gabriel Rodrigues,57.0,F,+5582-92316-3019,2019-02-15,Silver,Active
292,Karina Santos,38.0,M,+5576-92333-3637,2023-08-18,Silver,Active
293,Ana Oliveira,52.0,M,+55 (81) 91198-5762,2025-02-26,Basic,Active
294,Leonardo Pereira,38.0,M,+55 (90) 91143-4170,2021-08-18,Basic,Active
295,Beatriz Ribeiro,52.0,F,+5532-90079-6131,2022-07-19,Basic,Active
296,Fernanda Rodrigues,24.0,F,+55 (56) 95004-8978,2024-05-19,Basic,Active
297,Rafael Carvalho,50.0,M,+55 (91) 91252-2235,2021-12-14,Gold,Active
298,Leonardo Gomes,53.0,M,+55 (80) 98842-8734,2019-05-31,Basic,Active
299,Leonardo Ribeiro,24.0,F,+5561-95961-9227,2024-08-14,Basic,Churned
300,Manuela Costa,48.0,M,+55 (83) 99270-3395,2024-01-02,Basic,Active
